Year,Month,Organization Name - EN,Organization Name - FR,owner_org,Number of Informal Requests,Unique Packages
2023,5,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada,osfi-bsif,1,1
2023,5,Parks Canada,Parcs Canada,pc,4,3
2023,5,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,5,2
2023,5,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,pmprb-cepmb,5,4
2023,5,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,prairiescan,1,1
2023,5,Privy Council Office,Bureau du Conseil privé,pco-bcp,31,27
2023,5,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,7,7
2023,5,Public Safety Canada,Sécurité publique Canada,ps-sp,69,45
2023,5,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,3,3
2023,5,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,1,1
2023,5,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,10,10
2023,5,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,57,45
2023,5,Shared Services Canada,Services partagés Canada,ssc-spc,13,13
2023,5,Statistics Canada,Statistique Canada,statcan,2,2
2023,5,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,oci-bec,5,4
2023,5,Transport Canada,Transports Canada,tc,11,11
2023,5,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,6,6
2023,5,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,3,3
2023,5,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,6,5
2023,5,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,2,2
2023,4,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,2,1
2023,4,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,5,5
2023,4,Atomic Energy of Canada Limited,"Énergie atomique du Canada, Limitée",aecl-eacl,2,2
2023,4,Business Development Bank of Canada,Banque de développement du Canada,bdc,1,1
2023,4,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,34,27
2023,4,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,4,4
2023,4,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,3,3
2023,4,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,3,3
2023,4,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,45,31
2023,4,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,catsa-acsta,1,1
2023,4,Canadian Commercial Corporation,Corporation commerciale canadienne,ccc,1,1
2023,4,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,12,9
2023,4,Canadian Heritage,Patrimoine canadien,pch,45,37
2023,4,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,6,3
2023,4,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2023,4,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2023,4,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,5,4
2023,4,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,17,15
2023,4,Canadian Space Agency,Agence spatiale canadienne,csa-asc,7,4
2023,4,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,8,8
2023,4,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,16,15
2023,4,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,30,26
2023,4,Department of Finance Canada,Ministère des Finances Canada,fin,19,18
2023,4,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,9,5
2023,4,Department of Justice Canada,Ministère de la Justice Canada,jus,12,10
2023,4,Elections Canada,Élections Canada,elections,2,2
2023,4,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,37,33
2023,4,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,24,18
2023,4,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,5,5
2023,4,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,27,26
2023,4,Health Canada,Santé Canada,hc-sc,26,23
2023,4,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,10,7
2023,4,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,211,134
2023,4,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,2,2
2023,4,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,34,29
2023,4,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,23,22
2023,4,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,28,24
2023,4,National Capital Commission,Commission de la capitale nationale,ncc-ccn,18,7
2023,4,National Defence,Défense nationale,dnd-mdn,30,30
2023,4,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,3,2
2023,4,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,3,3
2023,4,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,1,1
2023,4,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,38,35
2023,4,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,1,1
2023,4,Parks Canada,Parcs Canada,pc,3,3
2023,4,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2023,4,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada,pmprb-cepmb,3,2
2023,4,Privy Council Office,Bureau du Conseil privé,pco-bcp,23,23
2023,4,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,28,20
2023,4,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2023,4,Public Safety Canada,Sécurité publique Canada,ps-sp,18,17
2023,4,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,6,5
2023,4,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,5,5
2023,4,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,87,67
2023,4,Shared Services Canada,Services partagés Canada,ssc-spc,4,4
2023,4,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,sshrc-crsh,1,1
2023,4,Statistics Canada,Statistique Canada,statcan,3,2
2023,4,The Seaway International Bridge Corporation,"Corporation du pont international de la voie maritime, Ltée",sibc-cpivml,2,1
2023,4,Transport Canada,Transports Canada,tc,2,2
2023,4,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,1,1
2023,4,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,36,20
2023,4,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,4,4
2023,4,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,8,8
2023,4,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),vrab-tacra,1,1
2023,3,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,10,7
2023,3,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,1,1
2023,3,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,48,37
2023,3,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,4,4
2023,3,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,2,2
2023,3,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,7,3
2023,3,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,5,5
2023,3,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,30,22
2023,3,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,1,1
2023,3,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,12,9
2023,3,Canadian Forces Morale and Welfare Services,Services de bien-être et moral des Forces canadiennes,cfmws-sbmfc,1,1
2023,3,Canadian Grain Commission,Commission canadienne des grains,cgc-ccg,1,1
2023,3,Canadian Heritage,Patrimoine canadien,pch,17,15
2023,3,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,2,2
2023,3,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2023,3,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,5,5
2023,3,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,21,20
2023,3,Canadian Space Agency,Agence spatiale canadienne,csa-asc,9,5
2023,3,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,9,4
2023,3,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,2,2
2023,3,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,11,11
2023,3,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,15,15
2023,3,Department of Finance Canada,Ministère des Finances Canada,fin,21,19
2023,3,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,6,5
2023,3,Department of Justice Canada,Ministère de la Justice Canada,jus,16,12
2023,3,Elections Canada,Élections Canada,elections,1,1
2023,3,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,21,21
2023,3,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,17,16
2023,3,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,1,1
2023,3,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,4,4
2023,3,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,1,1
2023,3,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,15,11
2023,3,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,49,44
2023,3,Health Canada,Santé Canada,hc-sc,11,10
2023,3,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,1,1
2023,3,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,182,120
2023,3,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,1,1
2023,3,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,16,15
2023,3,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,20,19
2023,3,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,15,15
2023,3,Military Grievances External Review Committee,Comité externe d’examen des griefs militaires,mgerc-ceegm,1,1
2023,3,National Capital Commission,Commission de la capitale nationale,ncc-ccn,9,7
2023,3,National Defence,Défense nationale,dnd-mdn,94,77
2023,3,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,29,26
2023,3,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,1,1
2023,3,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,2,2
2023,3,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,7,7
2023,3,Parks Canada,Parcs Canada,pc,1,1
2023,3,Prince Rupert Port Authority,L’Administration portuaire de Prince Rupert,prpa-appr,1,1
2023,3,Privy Council Office,Bureau du Conseil privé,pco-bcp,48,44
2023,3,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,3,3
2023,3,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,3,3
2023,3,Public Safety Canada,Sécurité publique Canada,ps-sp,43,38
2023,3,Public Sector Pension Investment Board,Office d’investissement des régimes de pensions du secteur public,pspib-oirpsp,1,1
2023,3,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,4,4
2023,3,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,120,81
2023,3,Shared Services Canada,Services partagés Canada,ssc-spc,6,6
2023,3,Transport Canada,Transports Canada,tc,15,13
2023,3,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,3,2
2023,3,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,14,11
2023,3,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2023,3,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,2,2
2023,3,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,1,1
2023,2,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,5,1
2023,2,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,10,10
2023,2,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,4,3
2023,2,Business Development Bank of Canada,Banque de développement du Canada,bdc,15,8
2023,2,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,90,57
2023,2,Canada Council for the Arts,Conseil des arts du Canada,cca-cac,2,2
2023,2,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,1,1
2023,2,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,3,2
2023,2,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,3,3
2023,2,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,27,19
2023,2,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,12,12
2023,2,Canada-Nova Scotia Offshore Energy Regulator ,Régie Canada-Nouvelle-Écosse de l’énergie extracôtière ,cnsopb,1,1
2023,2,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,catsa-acsta,1,1
2023,2,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,7,4
2023,2,Canadian Heritage,Patrimoine canadien,pch,27,25
2023,2,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,4,3
2023,2,Canadian Museum of History,Musée canadien de l'histoire,cmc-mcc,1,1
2023,2,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,6,6
2023,2,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,30,30
2023,2,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,23,20
2023,2,Canadian Space Agency,Agence spatiale canadienne,csa-asc,1,1
2023,2,Canadian Transportation Agency,Office des transports du Canada,cta-otc,2,2
2023,2,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,4,4
2023,2,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,2,2
2023,2,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,31,26
2023,2,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,10,10
2023,2,Department of Finance Canada,Ministère des Finances Canada,fin,16,13
2023,2,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,13,7
2023,2,Department of Justice Canada,Ministère de la Justice Canada,jus,10,10
2023,2,Elections Canada,Élections Canada,elections,2,2
2023,2,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,43,39
2023,2,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,7,7
2023,2,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,2,2
2023,2,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,5,4
2023,2,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,26,26
2023,2,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,43,39
2023,2,Health Canada,Santé Canada,hc-sc,17,13
2023,2,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,51,48
2023,2,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,171,121
2023,2,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,2,2
2023,2,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,15,14
2023,2,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,11,11
2023,2,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,24,14
2023,2,National Capital Commission,Commission de la capitale nationale,ncc-ccn,1,1
2023,2,National Defence,Défense nationale,dnd-mdn,88,71
2023,2,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,4,4
2023,2,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,nsira-ossnr,1,1
2023,2,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,36,31
2023,2,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,3,2
2023,2,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada,ocl-cal,1,1
2023,2,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,3,2
2023,2,Office of the Privacy Commissioner of Canada,Commissariat à la protection de la vie privée du Canada,opc-cpvp,5,3
2023,2,Pacific Economic Development Canada,Développement économique Canada pour le Pacifique,pacifican,1,1
2023,2,Parks Canada,Parcs Canada,pc,5,4
2023,2,Parole Board of Canada,Commission des libérations conditionnelles du Canada,pbc-clcc,1,1
2023,2,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,prairiescan,1,1
2023,2,Privy Council Office,Bureau du Conseil privé,pco-bcp,36,33
2023,2,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,11,10
2023,2,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,5,4
2023,2,Public Safety Canada,Sécurité publique Canada,ps-sp,31,28
2023,2,Public Service Commission of Canada,Commission de la fonction publique du Canada,psc-cfp,1,1
2023,2,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,22,20
2023,2,Royal Canadian Mint,Monnaie royale canadienne,mint-monnaie,1,1
2023,2,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,60,50
2023,2,Shared Services Canada,Services partagés Canada,ssc-spc,15,14
2023,2,Statistics Canada,Statistique Canada,statcan,4,4
2023,2,Transport Canada,Transports Canada,tc,8,8
2023,2,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,tsb-bst,2,2
2023,2,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,4,3
2023,2,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2023,2,Veterans Affairs Canada,Anciens Combattants Canada,vac-acc,1,1
2023,2,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,3,3
2023,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,5,4
2023,1,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,2,1
2023,1,Business Development Bank of Canada,Banque de développement du Canada,bdc,20,6
2023,1,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,42,28
2023,1,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,4,4
2023,1,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,2,2
2023,1,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,39,31
2023,1,Canada School of Public Service,École de la fonction publique du Canada,csps-efpc,1,1
2023,1,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,12,12
2023,1,Canadian Heritage,Patrimoine canadien,pch,63,42
2023,1,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,6,6
2023,1,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada,cihr-irsc,3,3
2023,1,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,9,9
2023,1,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,14,11
2023,1,Canadian Space Agency,Agence spatiale canadienne,csa-asc,1,1
2023,1,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,3,2
2023,1,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,csec-cstc,1,1
2023,1,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,39,34
2023,1,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,35,29
2023,1,Department of Finance Canada,Ministère des Finances Canada,fin,10,10
2023,1,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,9,5
2023,1,Department of Justice Canada,Ministère de la Justice Canada,jus,18,18
2023,1,Elections Canada,Élections Canada,elections,1,1
2023,1,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,20,16
2023,1,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,10,9
2023,1,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,fcac-acfc,2,2
2023,1,Financial Transactions and Reports Analysis Centre of Canada,Centre d'analyse des opérations et déclarations financières du Canada,fintrac-canafe,9,9
2023,1,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,11,11
2023,1,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,30,26
2023,1,Health Canada,Santé Canada,hc-sc,17,14
2023,1,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,16,11
2023,1,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,467,347
2023,1,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,22,19
2023,1,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",ic,13,13
2023,1,Library and Archives Canada,Bibliothèque et Archives Canada,lac-bac,21,20
2023,1,National Capital Commission,Commission de la capitale nationale,ncc-ccn,7,2
2023,1,National Defence,Défense nationale,dnd-mdn,35,34
2023,1,National Gallery of Canada,Musée des beaux-arts du Canada,ngc-mbac,4,2
2023,1,National Research Council Canada,Conseil national de recherches Canada,nrc-cnrc,3,2
2023,1,Natural Resources Canada,Ressources naturelles Canada,nrcan-rncan,20,16
2023,1,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,nserc-crsng,1,1
2023,1,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada,oic-ci,11,10
2023,1,Parks Canada,Parcs Canada,pc,1,1
2023,1,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,prairiescan,3,2
2023,1,Privy Council Office,Bureau du Conseil privé,pco-bcp,25,15
2023,1,Public Health Agency of Canada,Agence de la santé publique du Canada,phac-aspc,8,8
2023,1,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,ppsc-sppc,1,1
2023,1,Public Safety Canada,Sécurité publique Canada,ps-sp,28,26
2023,1,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,pwgsc-tpsgc,3,3
2023,1,Royal Canadian Mounted Police,Gendarmerie royale du Canada,rcmp-grc,47,42
2023,1,Shared Services Canada,Services partagés Canada,ssc-spc,16,16
2023,1,Statistics Canada,Statistique Canada,statcan,2,1
2023,1,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,oci-bec,1,1
2023,1,Transport Canada,Transports Canada,tc,5,5
2023,1,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,tbs-sct,15,13
2023,1,VIA Rail Canada Inc.,VIA Rail Canada Inc.,viarail,1,1
2023,1,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,vfpa-apvf,1,1
2023,1,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,3,2
2022,12,Administrative Tribunals Support Service of Canada,Service canadien d'appui aux tribunaux administratifs,atssc-scdata,1,1
2022,12,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,aafc-aac,4,4
2022,12,Atlantic Canada Opportunities Agency,Agence de promotion économique du Canada atlantique,acoa-apeca,3,3
2022,12,Business Development Bank of Canada,Banque de développement du Canada,bdc,6,4
2022,12,Canada Border Services Agency,Agence des services frontaliers du Canada,cbsa-asfc,29,23
2022,12,Canada Development Investment Corporation,Corporation de développement des investissements du Canada,cdev,2,2
2022,12,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,ced-dec,2,2
2022,12,Canada Energy Regulator,La Régie de l’énergie du Canada,cer-rec,1,1
2022,12,Canada Infrastructure Bank,La Banque de l’infrastructure du Canada,cib-bic,1,1
2022,12,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,cmhc-schl,1,1
2022,12,Canada Revenue Agency,Agence du revenu du Canada,cra-arc,10,6
2022,12,Canadian Commercial Corporation,Corporation commerciale canadienne,ccc,1,1
2022,12,Canadian Food Inspection Agency,Agence canadienne d'inspection des aliments,cfia-acia,8,8
2022,12,Canadian Heritage,Patrimoine canadien,pch,19,16
2022,12,Canadian Human Rights Commission,Commission canadienne des droits de la personne,chrc-ccdp,1,1
2022,12,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire,cnsc-ccsn,2,2
2022,12,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,crtc,10,8
2022,12,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,csis-scrs,103,95
2022,12,Canadian Space Agency,Agence spatiale canadienne,csa-asc,3,2
2022,12,Civilian Review and Complaints Commission for the RCMP,Commission civile d'examen et de traitement des plaintes relatives à la Gendarmerie royale du Canada,cpc-cpp,5,4
2022,12,Correctional Service of Canada,Service correctionnel du Canada,csc-scc,9,9
2022,12,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,aandc-aadnc,11,8
2022,12,Department of Finance Canada,Ministère des Finances Canada,fin,17,16
2022,12,"Department of Housing, Infrastructure and Communities","Ministère du Logement, de l’Infrastructure et des Collectivités",infc,4,4
2022,12,Department of Justice Canada,Ministère de la Justice Canada,jus,14,14
2022,12,Employment and Social Development Canada,Emploi et Développement social Canada,esdc-edsc,51,37
2022,12,Environment and Climate Change Canada,Environnement et Changement climatique Canada,ec,11,9
2022,12,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,feddevontario,1,1
2022,12,Fisheries and Oceans Canada,Pêches et Océans Canada,dfo-mpo,8,8
2022,12,Global Affairs Canada,Affaires mondiales Canada,dfatd-maecd,37,37
2022,12,Health Canada,Santé Canada,hc-sc,21,18
2022,12,Immigration and Refugee Board of Canada,Commission de l'immigration et du statut de réfugié du Canada,irb-cisr,9,9
2022,12,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada",cic,677,454
2022,12,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,iaac-aeic,1,1
2022,12,Indigenous Services Canada,Services aux Autochtones Canada,isc-sac,14,13
